"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ATP2A2",1.27308963134369e-181,0.599479167646357,1,0.936,2.30238259828507e-177,"7","ATP2A2"
"CCT22",2.50578324295672e-181,0.863893598966099,0.989,0.822,4.53170899488723e-177,"7","CCT2"
"ALYREF2",1.45772222258144e-179,0.955585356782078,0.983,0.752,2.63629063953853e-175,"7","ALYREF"
"SRRT2",1.58837035988509e-179,0.645656682849818,1,0.929,2.87256779585219e-175,"7","SRRT"
"PLOD3",3.08734937550814e-179,0.731067283383087,0.996,0.888,5.58347134560647e-175,"7","PLOD3"
"JPT22",4.10224793953105e-179,0.750761685981265,0.999,0.867,7.4189153986419e-175,"7","JPT2"
"THOC22",4.68757949931212e-179,0.826169949753762,0.996,0.857,8.47748752450596e-175,"7","THOC2"
"KIF5B1",9.81504427922376e-179,0.611030435814873,1,0.957,1.77505075789762e-174,"7","KIF5B"
"SNRPG2",1.53300627346707e-178,0.824877856192705,0.998,0.827,2.7724418455652e-174,"7","SNRPG"
"BCCIP2",7.51158162198702e-178,0.7198901884914,1,0.878,1.35846953633635e-173,"7","BCCIP"
"LSM43",5.59647444019745e-177,0.671166302643785,1,0.91,1.01212240250971e-172,"7","LSM4"
"PRDX12",1.11746037106135e-176,0.692359746040996,1,0.9,2.02092708106446e-172,"7","PRDX1"
"AIMP12",1.20792689619793e-176,0.694923743536942,0.998,0.904,2.18453579177396e-172,"7","AIMP1"
"MFF1",4.72078158666123e-176,0.648848281419257,0.999,0.925,8.53753349947684e-172,"7","MFF"
"EIF2AK2",7.95659528763656e-175,0.644984596240526,0.999,0.911,1.43895025776907e-170,"7","EIF2AK2"
"UBE2D22",2.91111776565426e-174,0.729864641282441,0.996,0.869,5.26475647918573e-170,"7","UBE2D2"
"RNF1871",3.50229589020557e-174,0.632518441042611,0.999,0.917,6.33390211743677e-170,"7","RNF187"
"AHR1",1.43905806930137e-173,0.662094144855342,1,0.935,2.60253651833154e-169,"7","AHR"
"UBE2I2",2.53887961451549e-173,0.520102873597538,1,0.966,4.59156378285126e-169,"7","UBE2I"
"HDAC23",2.57427126953798e-173,0.74258165208851,0.998,0.872,4.65556959095943e-169,"7","HDAC2"
"REG42",3.01490343987087e-173,1.02038640253744,0.994,0.765,5.45245287100647e-169,"7","REG4"
"TMPO2",6.17329448500752e-173,0.773412971583581,1,0.854,1.11644030761361e-168,"7","TMPO"
"PHB1",1.36687366571861e-172,0.879841668553828,0.995,0.802,2.47199102445211e-168,"7","PHB"
"DKK43",6.52246567182983e-172,1.14597962295408,0.999,0.695,1.17958791675042e-167,"7","DKK4"
"HNRNPU2",1.93183636820161e-171,0.572270483780022,1,0.951,3.49372607189261e-167,"7","HNRNPU"
"DDX5",3.45879508541287e-171,0.411750052867849,1,0.979,6.25523091196918e-167,"7","DDX5"
"PPP1CB1",1.14987261554805e-169,0.551866369453694,1,0.939,2.07954462521865e-165,"7","PPP1CB"
"INTS132",3.35851637124439e-169,0.841487033497422,0.996,0.828,6.07387685739548e-165,"7","INTS13"
"AGMAT2",4.77560094734117e-169,1.0832044404806,0.968,0.659,8.63667431326651e-165,"7","AGMAT"
"SLC7A51",7.37789389997538e-169,0.874168779740406,1,0.898,1.33429211181055e-164,"7","SLC7A5"
"TNS44",7.52905090927447e-169,0.856440353576544,0.999,0.817,1.36162885694229e-164,"7","TNS4"
"PPP3CA3",1.18910264785081e-168,0.692244443479536,0.998,0.889,2.15049213863819e-164,"7","PPP3CA"
"SMIM153",1.42815273500762e-167,0.68751856553614,1,0.895,2.58281422126128e-163,"7","SMIM15"
"BTF33",3.28067590101191e-167,0.967881126023812,0.979,0.743,5.93310236698004e-163,"7","BTF3"
"ZC3H7B1",4.11573909462098e-167,0.762680990845833,0.992,0.849,7.44331415262204e-163,"7","ZC3H7B"
"PPM1G2",6.5937068842173e-167,0.75501926981119,1,0.861,1.1924718900107e-162,"7","PPM1G"
"BCL7B",8.0183674492637e-167,0.734849433826928,0.998,0.859,1.45012175319934e-162,"7","BCL7B"
"PGRMC11",4.30736777473374e-166,0.658858042719515,0.999,0.92,7.78987462060596e-162,"7","PGRMC1"
"ENOPH12",4.78892188111381e-166,0.790851847393948,0.993,0.827,8.66076522199433e-162,"7","ENOPH1"
"CCDC342",5.60260355286265e-166,0.919440240790551,0.991,0.764,1.01323085253521e-161,"7","CCDC34"
"ADH52",8.50381341094622e-166,0.711326057240493,0.999,0.878,1.53791465536962e-161,"7","ADH5"
"GMNN2",2.57758724256222e-165,0.813280271657827,0.995,0.81,4.66156652817378e-161,"7","GMNN"
"PAIP12",2.65132429585731e-165,0.833246470115981,0.989,0.812,4.79491998905795e-161,"7","PAIP1"
"ILF21",3.4993811701668e-165,0.66629156693517,0.999,0.891,6.32863084624666e-161,"7","ILF2"
"MZT12",4.25116885520258e-165,0.836958415014432,0.999,0.806,7.68823887463386e-161,"7","MZT1"
"NDUFA43",5.09846251045305e-165,0.56484887428805,1,0.971,9.22056945015434e-161,"7","NDUFA4"
"PPT11",1.3051030087133e-164,0.668137611943592,0.999,0.888,2.360278791258e-160,"7","PPT1"
"MAPK1IP1L1",7.49222082978969e-164,0.657100195101657,1,0.892,1.35496813706746e-159,"7","MAPK1IP1L"
"ATP5F1C2",1.25988410855232e-163,0.765872845202092,0.996,0.843,2.27850041031688e-159,"7","ATP5F1C"
"GMPR3",1.36385726994401e-163,1.04503379508779,0.992,0.783,2.46653587269373e-159,"7","GMPR"
"PSMA71",1.19979939894291e-162,0.584588894755352,1,0.926,2.16983721298825e-158,"7","PSMA7"
"FKBP32",4.7778076949933e-162,0.825978817666044,0.989,0.789,8.64066521639539e-158,"7","FKBP3"
"SUMF23",5.47483109359301e-162,0.673227296366005,0.999,0.924,9.90123203276296e-158,"7","SUMF2"
"DLGAP52",3.44702144696349e-161,0.890934503485676,0.992,0.758,6.23393828683347e-157,"7","DLGAP5"
"EFTUD22",4.0492909216494e-161,0.71303989207535,0.999,0.866,7.32314263180294e-157,"7","EFTUD2"
"VBP12",6.20276813711676e-161,0.828245382928076,0.995,0.788,1.12177061759757e-156,"7","VBP1"
"HNRNPL1",7.88112017728493e-161,0.5874114524351,1,0.926,1.42530058406198e-156,"7","HNRNPL"
"SLC25A333",8.90928045810526e-161,0.950314574495871,0.981,0.727,1.61124337084834e-156,"7","SLC25A33"
"DCTD1",2.83176310860683e-160,0.610132889129455,0.999,0.902,5.12124358191545e-156,"7","DCTD"
"STK24",3.44011019623508e-160,0.565581311977003,1,0.938,6.22143928989115e-156,"7","STK24"
"RTN33",1.59225393443343e-159,0.600487653639163,1,0.936,2.87959124042286e-155,"7","RTN3"
"U2SURP1",1.04041692759369e-158,0.669120741276614,0.999,0.899,1.88159401355319e-154,"7","U2SURP"
"EIF4E2",1.42436989246571e-158,0.693247363397217,0.996,0.866,2.57597295052424e-154,"7","EIF4E"
"RTRAF1",1.82406133365245e-158,0.618152188182586,1,0.909,3.29881492191045e-154,"7","RTRAF"
"RAD212",2.31522947024029e-158,0.78105741079717,0.993,0.828,4.18709249692957e-154,"7","RAD21"
"HINT13",7.81432324011173e-158,0.772709368156737,1,0.843,1.41322035797421e-153,"7","HINT1"
"SOCS22",1.16198378306559e-157,0.979855920228274,0.978,0.705,2.10144767167412e-153,"7","SOCS2"
"AHCYL23",1.34617794885374e-157,0.819719512938317,1,0.855,2.43456282050199e-153,"7","AHCYL2"
"MGLL3",1.91453244612191e-157,0.872217266354908,0.994,0.798,3.46243192881148e-153,"7","MGLL"
"CLSPN2",2.16161932945584e-157,0.958815552441109,0.982,0.721,3.90928855732088e-153,"7","CLSPN"
"MCM52",1.01477804006589e-156,0.800409157584365,0.995,0.816,1.83522608545916e-152,"7","MCM5"
"HCFC1",1.22316809544404e-156,0.806018342888898,0.992,0.804,2.21209950061054e-152,"7","HCFC1"
"DAP1",1.65733568386853e-156,0.545121819743136,1,0.925,2.99729158427624e-152,"7","DAP"
"MTIF22",2.52889258956148e-155,0.70670430998659,0.999,0.859,4.57350224822194e-151,"7","MTIF2"
"SNRPB22",6.10077245267885e-155,0.772039982834686,0.994,0.814,1.10332469806697e-150,"7","SNRPB2"
"TMA72",8.1540178673473e-155,0.735681546407572,0.995,0.839,1.47465413130976e-150,"7","TMA7"
"CENPN1",9.78050673238998e-155,0.836759821171721,0.993,0.777,1.76880464255273e-150,"7","CENPN"
"RCN12",1.0952046500104e-154,0.648875241349222,1,0.895,1.98067760954382e-150,"7","RCN1"
"KHDRBS13",1.09889125009586e-154,0.639971181315529,0.999,0.893,1.98734482579837e-150,"7","KHDRBS1"
"TPX22",1.14832573693435e-154,0.749688267564311,0.999,0.824,2.07674709524578e-150,"7","TPX2"
"SERBP13",6.96754251773376e-154,0.659415080606085,1,0.898,1.26008006433215e-149,"7","SERBP1"
"SELENOH1",7.41928175743501e-154,0.531987803034318,1,0.937,1.34177710583212e-149,"7","SELENOH"
"NUF22",2.19872493043672e-153,0.924481221625671,0.983,0.721,3.97639403669481e-149,"7","NUF2"
"ACP12",2.59235302180069e-153,0.882850291557724,0.981,0.758,4.68827043992654e-149,"7","ACP1"
"TMEM106B2",2.78543266307797e-153,0.675278098737096,0.999,0.902,5.03745497117651e-149,"7","TMEM106B"
"LMBR12",7.06724582042994e-153,0.758544181935967,0.996,0.841,1.27811140662476e-148,"7","LMBR1"
"GAR12",7.57736199140116e-153,0.847863052473448,0.992,0.774,1.3703659161449e-148,"7","GAR1"
"AFG3L23",1.34656122276493e-152,0.761834362470737,0.996,0.839,2.43525597137038e-148,"7","AFG3L2"
"TKT3",1.16309438818549e-151,0.74084342341207,0.996,0.86,2.10345620103346e-147,"7","TKT"
"EIF2S12",1.64359615112292e-151,0.627966491749476,0.999,0.898,2.9724436393058e-147,"7","EIF2S1"
"SMARCB11",1.02427022910605e-150,0.584529431202645,1,0.905,1.85239270933828e-146,"7","SMARCB1"
"NOP162",2.40768285400379e-150,0.739003603326505,1,0.833,4.35429444146585e-146,"7","NOP16"
"ZC3H15",3.34345900297052e-150,0.558252038103787,1,0.921,6.04664560687218e-146,"7","ZC3H15"
"PLK12",5.76294669654642e-150,0.847410843957534,0.999,0.769,1.04222891007042e-145,"7","PLK1"
"POLDIP2",5.85077455788671e-150,0.653128617430594,0.995,0.868,1.05811257879381e-145,"7","POLDIP2"
"LBR4",1.49647793383922e-149,0.700483118867219,1,0.907,2.70638034334823e-145,"7","LBR"
"KRR12",1.89684902919509e-149,0.884386450236741,0.988,0.749,3.43045146929932e-145,"7","KRR1"
"ECHS13",2.58896912611043e-149,0.608192326257007,1,0.944,4.68215066457071e-145,"7","ECHS1"
"IMPACT2",2.92308879329078e-149,0.808893563679707,0.991,0.789,5.28640608266638e-145,"7","IMPACT"
"FIBP1",4.06617482682643e-149,0.77451000801044,0.989,0.823,7.3536771743156e-145,"7","FIBP"
"PAWR3",7.55178411246951e-149,0.626161190185143,1,0.915,1.36574015674011e-144,"7","PAWR"
"NDUFAF81",1.87209245898526e-148,0.6505073115576,0.999,0.897,3.38567921207485e-144,"7","NDUFAF8"
"TLK1",2.84417827237787e-148,0.598577910114624,1,0.925,5.14369640559538e-144,"7","TLK1"
"TSC22D13",4.32377680721468e-148,0.745967117360685,1,0.878,7.81955035584775e-144,"7","TSC22D1"
"IPO51",5.40976445981011e-148,0.80657190866316,0.985,0.812,9.78355902556659e-144,"7","IPO5"
"GNL32",8.24348402853645e-148,0.546170964541737,1,0.937,1.49083408656082e-143,"7","GNL3"
"ITPRID23",9.2362777707604e-148,0.741718491781738,0.996,0.845,1.67038083484202e-143,"7","ITPRID2"
"EIF3M3",9.93736412499693e-148,0.743080631454821,1,0.877,1.79717230200569e-143,"7","EIF3M"
"COX7A22",1.91165865088934e-147,0.680693654059561,0.996,0.852,3.45723467013337e-143,"7","COX7A2"
"SF3B22",2.59563526647004e-147,0.616475963065104,0.998,0.89,4.69420637941107e-143,"7","SF3B2"
"POLR2G2",9.25528193302587e-147,0.666663887281412,0.999,0.871,1.67381773758773e-142,"7","POLR2G"
"FIS1",1.39591149634395e-146,0.548767242377721,1,0.925,2.52450594113804e-142,"7","FIS1"
"TCF74",2.97475909977406e-146,0.754211424904758,0.999,0.836,5.37985183194138e-142,"7","TCF7"
"TALDO12",4.8331027600119e-146,0.655259275357537,0.998,0.871,8.74066634148153e-142,"7","TALDO1"
"CRLS12",1.69384987528152e-145,0.630993527923375,1,0.895,3.06332749944662e-141,"7","CRLS1"
"RBMX3",2.41867152907048e-145,0.725487039807557,1,0.872,4.37416746032395e-141,"7","RBMX"
"KHSRP1",3.80333933550025e-145,0.602658803547266,1,0.895,6.8783391882522e-141,"7","KHSRP"
"AKIRIN11",5.02549897660657e-145,0.663087234913991,1,0.879,9.08861489919298e-141,"7","AKIRIN1"
"BMP71",1.22017357591129e-144,0.96381254884678,0.974,0.688,2.20668391203557e-140,"7","BMP7"
"TIMM231",1.27266996096797e-144,0.67289947969814,0.994,0.858,2.30162362441058e-140,"7","TIMM23"
"SRP92",2.37755032290264e-144,0.617579680103573,0.999,0.893,4.29979975896942e-140,"7","SRP9"
"ANAPC151",1.00207730757413e-142,0.670057921006676,0.999,0.852,1.81225681074781e-138,"7","ANAPC15"
"CENPV4",2.22090830631198e-142,0.766670554426208,0.991,0.779,4.01651267196522e-138,"7","CENPV"
"NUS1",2.42367206056332e-142,0.592957683456336,0.999,0.9,4.38321092152877e-138,"7","NUS1"
"LIMK21",4.58043263851902e-142,0.616617322526186,0.998,0.895,8.28371242676164e-138,"7","LIMK2"
"WDR122",7.32911218912453e-142,0.823401260181837,0.986,0.762,1.32546993940317e-137,"7","WDR12"
"NDUFB32",8.35861715827896e-142,0.793208294052469,0.98,0.788,1.51165591307475e-137,"7","NDUFB3"
"CCDC61",1.2483143897759e-141,0.56497270418379,1,0.926,2.25757657390971e-137,"7","CCDC6"
"TRIP12",4.22333649260086e-141,0.472661292513754,1,0.948,7.63790404686865e-137,"7","TRIP12"
"DSG23",4.23396165253649e-141,0.747517756402139,1,0.894,7.65711964861224e-137,"7","DSG2"
"DNAJC101",1.93948805013428e-140,0.661975557304895,0.995,0.861,3.50756413866784e-136,"7","DNAJC10"
"MEST3",1.01791013727027e-139,0.847112877064449,0.981,0.735,1.84089048325329e-135,"7","MEST"
"ACLY",1.03755070734512e-139,0.748846467592401,0.987,0.812,1.87641045423365e-135,"7","ACLY"
"TK12",1.09453638605885e-139,0.785948560026169,0.994,0.802,1.97946905418743e-135,"7","TK1"
"CAPN13",2.38717546840411e-139,0.62226682596973,0.996,0.883,4.31720683460883e-135,"7","CAPN1"
"NUP1881",9.11302336483064e-139,0.685649172331371,0.998,0.841,1.64809027552962e-134,"7","NUP188"
"CDK2AP1",1.48983633872139e-138,0.677471450318227,0.999,0.87,2.69436901857764e-134,"7","CDK2AP1"
"GNAI3",2.6253700916081e-138,0.50359275564007,0.999,0.934,4.74798181067324e-134,"7","GNAI3"
"KIF4A2",3.31185213578753e-138,0.916996745572545,0.98,0.697,5.98948458757175e-134,"7","KIF4A"
"DDX541",6.15242197685985e-138,0.70607157911406,0.994,0.83,1.1126655145151e-133,"7","DDX54"
"RPF22",6.83039783081103e-138,0.759202572871911,0.989,0.798,1.23527744770217e-133,"7","RPF2"
"SEH1L1",1.18808609857346e-137,0.674902132900998,0.999,0.853,2.1486537092701e-133,"7","SEH1L"
"HMGCR1",1.29450599651337e-137,0.933252238272162,0.98,0.737,2.34111409469443e-133,"7","HMGCR"
"SMOC23",2.2960587678013e-137,0.722583504594363,0.998,0.874,4.15242228156865e-133,"7","SMOC2"
"GPATCH41",4.4626424495641e-137,0.770530857017258,0.992,0.8,8.07068887003667e-133,"7","GPATCH4"
"NABP21",1.0763484059567e-136,0.771193239570101,0.987,0.809,1.9465760921727e-132,"7","NABP2"
"FAM210B3",1.79643745696383e-136,0.814025586642021,0.996,0.849,3.24885714091909e-132,"7","FAM210B"
"KIF114",3.18508209202781e-136,0.779346536691103,0.994,0.78,5.76022096343229e-132,"7","KIF11"
"CYCS2",8.73294991835683e-136,0.76266122598175,0.976,0.781,1.57935399273483e-131,"7","CYCS"
"IQGAP13",1.22159247117801e-135,0.579967174129873,1,0.918,2.20924998412543e-131,"7","IQGAP1"
"FAR11",1.31667967939423e-135,0.635673335473044,0.999,0.869,2.38121520018446e-131,"7","FAR1"
"SRSF2",1.57400758472665e-135,0.541642595192912,1,0.936,2.84659271697815e-131,"7","SRSF2"
"SLC6A193",1.97796921379118e-135,1.01819062599051,0.994,0.763,3.57715732314135e-131,"7","SLC6A19"
"KIF153",3.45495828772567e-135,0.863207387337204,0.975,0.729,6.24829206335188e-131,"7","KIF15"
"CENPB1",4.33126694021875e-135,0.716455014336576,0.988,0.828,7.83309626138561e-131,"7","CENPB"
"PSMA42",3.2728616938856e-134,0.617013736923814,1,0.867,5.9189703733921e-130,"7","PSMA4"
"RTKN23",4.34619606787712e-134,0.818111733887104,0.993,0.761,7.86009558875578e-130,"7","RTKN2"
"GTF2A23",1.78514144323323e-133,0.683851304367666,0.999,0.85,3.22842830008731e-129,"7","GTF2A2"
"PAFAH1B21",2.78819343467638e-133,0.539733444622983,0.999,0.913,5.04244782661223e-129,"7","PAFAH1B2"
"MYCBP2",2.8584520820244e-133,0.801591514746154,0.978,0.76,5.16951059034112e-129,"7","MYCBP"
"PCLAF2",3.86914724762534e-133,0.792622192209917,0.994,0.787,6.99735279733042e-129,"7","PCLAF"
"WDR77",9.70399438215212e-133,0.768192063858583,0.986,0.788,1.75496738401221e-128,"7","WDR77"
"SMC43",1.15802323320499e-132,0.640792277680585,1,0.893,2.09428501725123e-128,"7","SMC4"
"CCNG11",1.43027332385118e-132,0.715537618491893,0.999,0.891,2.58664930618486e-128,"7","CCNG1"
"CFAP2982",1.46021772452624e-132,0.604541735486767,0.999,0.887,2.6408037548057e-128,"7","CFAP298"
"KEAP13",1.97936946146068e-132,0.639856682504989,0.996,0.857,3.57968967105164e-128,"7","KEAP1"
"PSMB12",2.77415171703592e-132,0.487428343715102,1,0.939,5.01705338025946e-128,"7","PSMB1"
"RRM12",3.03605597974233e-132,0.696623687019142,0.995,0.843,5.49070723936401e-128,"7","RRM1"
"HAUS12",6.16118554244515e-132,0.777799866264605,0.985,0.761,1.11425040535121e-127,"7","HAUS1"
"SLC25A151",9.24352885741508e-132,0.989095821429922,0.926,0.619,1.67169219386352e-127,"7","SLC25A15"
"EEF1E11",1.65857499368864e-131,0.94152619600628,0.949,0.655,2.99953287608591e-127,"7","EEF1E1"
"RFC22",2.52081644281286e-131,0.734802743046335,0.992,0.803,4.55889653682706e-127,"7","RFC2"
"DHX372",2.64130384041498e-131,0.850186175872743,0.968,0.717,4.77679799539049e-127,"7","DHX37"
"MBD2",2.8883009553098e-131,0.422480435240311,1,0.96,5.22349227767777e-127,"7","MBD2"
"ADI11",4.20022603319161e-131,0.50998181336079,0.999,0.937,7.59610878102702e-127,"7","ADI1"
"PDIA31",8.23771296657406e-131,0.51454975634142,1,0.913,1.48979039000492e-126,"7","PDIA3"
"MCM33",1.2920256100314e-130,0.660188849104282,1,0.865,2.33662831574178e-126,"7","MCM3"
"WDR432",2.21338465254454e-130,0.646473525014887,0.998,0.852,4.0029061441268e-126,"7","WDR43"
"AP1S34",2.26092983784362e-130,0.743158375483912,0.999,0.804,4.08889161174018e-126,"7","AP1S3"
"HIST1H1B3",3.85751059758866e-130,0.642130807522556,1,0.96,6.97630791573909e-126,"7","HIST1H1B"
"RARS2",3.9136305468352e-130,0.579450751387361,1,0.889,7.07780084395146e-126,"7","RARS"
"TIMM101",5.84176326563051e-130,0.661455653726003,0.996,0.847,1.05648288658928e-125,"7","TIMM10"
"AHCY1",9.64529811510652e-130,0.661353131736049,0.999,0.872,1.74435216411701e-125,"7","AHCY"
"TOP1MT3",1.00711807917285e-129,0.76157856117175,0.988,0.782,1.8213730461841e-125,"7","TOP1MT"
"MND12",1.54720986160956e-129,0.77225170953375,0.993,0.768,2.79812903472089e-125,"7","MND1"
"PLAA1",2.17600402488673e-129,0.666554437467593,0.995,0.835,3.93530327900764e-125,"7","PLAA"
"EFNB22",2.81543090678661e-129,0.606929321334779,1,0.879,5.09170679492358e-125,"7","EFNB2"
"ADSS1",3.29012039436299e-129,0.629852056407005,0.996,0.869,5.95018273320546e-125,"7","ADSS"
"SUV39H21",4.87875232250656e-129,0.891015564980014,0.96,0.671,8.82322357525311e-125,"7","SUV39H2"
"SLC25A39",8.72548276532911e-129,0.53704840411443,0.999,0.926,1.57800355810977e-124,"7","SLC25A39"
"TFAM2",1.2500397772996e-128,0.801717300383157,0.982,0.734,2.26069693724633e-124,"7","TFAM"
"NBN1",1.67690319274274e-128,0.624979752837398,0.994,0.86,3.03267942407524e-124,"7","NBN"
"DTD11",3.15070813676131e-128,0.723641534448606,0.995,0.834,5.69805566533283e-124,"7","DTD1"
"MLEC4",3.16425276903584e-128,0.574356000756459,1,0.923,5.72255113280131e-124,"7","MLEC"
"RFK2",4.14921299773237e-128,0.861068944069858,0.968,0.705,7.50385170639899e-124,"7","RFK"
"CHPT12",4.28854546175855e-128,0.633996228134132,0.999,0.886,7.75583446759034e-124,"7","CHPT1"
"NUDC2",7.7281280782777e-128,0.568489807650264,1,0.911,1.39763196295652e-123,"7","NUDC"
"PFN23",1.41007137750828e-127,0.592851053841733,1,0.915,2.55011408622372e-123,"7","PFN2"
"CFL1",1.99585179943297e-127,0.405212668644387,1,0.973,3.60949797927452e-123,"7","CFL1"
"DTYMK3",2.20570526949948e-127,0.766900648093973,0.989,0.773,3.98901797988981e-123,"7","DTYMK"
"NDUFB12",6.19462787580924e-127,0.590529915102629,0.998,0.872,1.1202984513401e-122,"7","NDUFB1"
"AGO21",2.02825652547295e-126,0.62071549120186,0.999,0.859,3.66810192631783e-122,"7","AGO2"
"LIG11",2.38868502949718e-126,0.689811187275609,0.999,0.824,4.31993687584565e-122,"7","LIG1"
"AGPS1",3.25466475185599e-126,0.599838035435167,0.998,0.886,5.88606120373155e-122,"7","AGPS"
"FABP52",3.77873431749678e-126,0.699520434278641,0.993,0.828,6.83384101319293e-122,"7","FABP5"
"HDGF2",4.26650993224776e-126,0.542401973445755,0.999,0.911,7.71598321247008e-122,"7","HDGF"
"IQGAP32",6.93177728400022e-126,0.88752018684438,0.965,0.694,1.25361192181144e-121,"7","IQGAP3"
"SEL1L32",9.08941004071566e-126,0.540306405286514,1,0.937,1.64381980586343e-121,"7","SEL1L3"
"PSMC22",9.65106159211639e-126,0.558213710678735,1,0.896,1.74539448893425e-121,"7","PSMC2"
"PSAT12",1.1710432905802e-125,0.802921261486271,0.994,0.785,2.11783179101428e-121,"7","PSAT1"
"SFXN12",2.94701663639043e-125,0.624232898704411,0.999,0.86,5.32967958691209e-121,"7","SFXN1"
"WDR764",4.64797528123928e-125,0.747974935559141,0.991,0.794,8.40586329612124e-121,"7","WDR76"
"RNF72",6.03258599801495e-125,0.489809717241011,1,0.947,1.090993177741e-120,"7","RNF7"
"NOP141",6.89405702067915e-125,0.660759443926797,0.995,0.835,1.24679021218982e-120,"7","NOP14"
"CKS1B1",1.52958283112332e-124,0.65108881522022,1,0.831,2.76625055008653e-120,"7","CKS1B"
"POLR2H2",1.77511658025093e-124,0.522509620840964,1,0.919,3.2102983353838e-120,"7","POLR2H"
"CEP552",3.04130835856323e-124,0.757828335901065,0.993,0.785,5.5002061664616e-120,"7","CEP55"
"PPP2R5C1",5.66853022813346e-124,0.569940586410543,0.998,0.889,1.02515369175794e-119,"7","PPP2R5C"
"PAICS2",6.90074382787028e-124,0.892073558760488,0.952,0.684,1.24799952127034e-119,"7","PAICS"
"ATAD54",9.28704080171209e-124,0.795821788955561,0.981,0.744,1.67956132898963e-119,"7","ATAD5"
"RBX11",1.09197522689391e-123,0.609110112818732,1,0.865,1.97483719783764e-119,"7","RBX1"
"TXNDC172",1.49504456198921e-123,0.627234066415189,0.999,0.849,2.70378809035748e-119,"7","TXNDC17"
"MAL22",1.86571071138121e-123,0.676125407226846,0.999,0.814,3.37413782153291e-119,"7","MAL2"
"KARS2",2.83490944066987e-123,0.646975185396554,0.996,0.83,5.12693372345147e-119,"7","KARS"
"CDCA73",3.4935503189354e-123,0.744047653559862,0.988,0.755,6.31808575179468e-119,"7","CDCA7"
"YBX11",7.71962438562446e-123,0.450981032930021,1,0.974,1.39609407014018e-118,"7","YBX1"
"VDAC2",1.59733173698899e-122,0.573991354716594,1,0.872,2.88877444634458e-118,"7","VDAC2"
"STAU1",1.78319874617619e-122,0.469870678675067,0.999,0.939,3.22491493245963e-118,"7","STAU1"
"SMARCC12",1.99058954920677e-122,0.547340820303006,0.999,0.911,3.59998119974044e-118,"7","SMARCC1"
